10,0.0000060100,
10,0.0000021020,
10,0.0000017620,
10,0.0000016080,
10,0.0000015930,


10,0.0000021020,
10,0.0000017620,
10,0.0000016080,
10,0.0000015930,
10,0.0000024230,


10,0.0000017620,
10,0.0000016080,
10,0.0000015930,
10,0.0000024230,
10,0.0000009880,


10,0.0000016080,
10,0.0000015930,
10,0.0000024230,
10,0.0000009880,
10,0.0000008220,



100,0.0000642870,
100,0.0000346560,
100,0.0000320050,
100,0.0000325320,
100,0.0000322500,


100,0.0000346560,
100,0.0000320050,
100,0.0000325320,
100,0.0000322500,
100,0.0000037670,


100,0.0000320050,
100,0.0000325320,
100,0.0000322500,
100,0.0000037670,
100,0.0000037090,


100,0.0000325320,
100,0.0000322500,
100,0.0000037670,
100,0.0000037090,
100,0.0000034060,



1000,0.0008132880,
1000,0.0004260510,
1000,0.0004221670,
1000,0.0003698050,
1000,0.0000996340,


1000,0.0004260510,
1000,0.0004221670,
1000,0.0003698050,
1000,0.0000996340,
1000,0.0000055660,


1000,0.0004221670,
1000,0.0003698050,
1000,0.0000996340,
1000,0.0000055660,
1000,0.0000052310,


1000,0.0003698050,
1000,0.0000996340,
1000,0.0000055660,
1000,0.0000052310,
1000,0.0000053920,



10000,0.0022602190,
10000,0.0011872010,
10000,0.0011887020,
10000,0.0011849310,
10000,0.0011860570,


10000,0.0011872010,
10000,0.0011887020,
10000,0.0011849310,
10000,0.0011860570,
10000,0.0000459750,


10000,0.0011887020,
10000,0.0011849310,
10000,0.0011860570,
10000,0.0000459750,
10000,0.0000455020,


10000,0.0011849310,
10000,0.0011860570,
10000,0.0000459750,
10000,0.0000455020,
10000,0.0000454210,



100000,0.0247817210,
100000,0.0134228780,
100000,0.0134069930,
100000,0.0132656970,
100000,0.0132933230,


100000,0.0134228780,
100000,0.0134069930,
100000,0.0132656970,
100000,0.0132933230,
100000,0.0004459410,


100000,0.0134069930,
100000,0.0132656970,
100000,0.0132933230,
100000,0.0004459410,
100000,0.0004444480,


100000,0.0132656970,
100000,0.0132933230,
100000,0.0004459410,
100000,0.0004444480,
100000,0.0004433320,



1000000,0.2772710120,
1000000,0.1727546360,
1000000,0.1720306610,
1000000,0.1717629300,
1000000,0.1718299320,


1000000,0.1727546360,
1000000,0.1720306610,
1000000,0.1717629300,
1000000,0.1718299320,
1000000,0.0044449150,


1000000,0.1720306610,
1000000,0.1717629300,
1000000,0.1718299320,
1000000,0.0044449150,
1000000,0.0045057450,


1000000,0.1717629300,
1000000,0.1718299320,
1000000,0.0044449150,
1000000,0.0045057450,
1000000,0.0044312780,



10000000,3.2261242900,
10000000,2.1542009850,
10000000,2.1561701870,
10000000,2.1540171640,
10000000,2.1566558440,


10000000,2.1542009850,
10000000,2.1561701870,
10000000,2.1540171640,
10000000,2.1566558440,
10000000,0.0449873060,


10000000,2.1561701870,
10000000,2.1540171640,
10000000,2.1566558440,
10000000,0.0449873060,
10000000,0.0455786400,


10000000,2.1540171640,
10000000,2.1566558440,
10000000,0.0449873060,
10000000,0.0455786400,
10000000,0.0452145810,



100000000,37.4538418660,
100000000,26.8585483510,
100000000,27.0868612080,
100000000,27.0290418470,
100000000,26.9481880940,


100000000,26.8585483510,
100000000,27.0868612080,
100000000,27.0290418470,
100000000,26.9481880940,
100000000,0.4679465110,


100000000,27.0868612080,
100000000,27.0290418470,
100000000,26.9481880940,
100000000,0.4679465110,
100000000,0.4706775890,


100000000,27.0290418470,
100000000,26.9481880940,
100000000,0.4679465110,
100000000,0.4706775890,
100000000,0.4707668450,



1000000000,429.9006661760,
1000000000,319.4357841440,
1000000000,313.1481987420,
1000000000,312.7110741080,
1000000000,313.9685664850,


1000000000,319.4357841440,
1000000000,313.1481987420,
1000000000,312.7110741080,
1000000000,313.9685664850,
1000000000,4.5654868970,


1000000000,313.1481987420,
1000000000,312.7110741080,
1000000000,313.9685664850,
1000000000,4.5654868970,
1000000000,4.5119832310,


1000000000,312.7110741080,
1000000000,313.9685664850,
1000000000,4.5654868970,
1000000000,4.5119832310,
1000000000,4.5046410350,


